Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_2_c42ad5de-d2fe-4018-98e6-1b23aaeff146.jpg?v=1702573366,10,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_3_dd6d27e3-70a5-4b9f-82b1-38700cec8333.jpg?v=1702573366,11,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_1_1afeb6ca-c6ae-4cfd-aa16-9d316bd36f93.jpg?v=1702573366,12,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_4_c2c9dcbd-e700-4f04-a798-db72f388bfa5.jpg?v=1702573366,13,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_2_d2c482cd-4e88-4032-a9bc-4fc9055ad096.jpg?v=1702573365,14,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_3_8f71735b-ab54-4bdd-aa87-1461eed9023c.jpg?v=1702573366,15,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_4_73d2cedc-53e1-4622-b5af-17373367ed4d.jpg?v=1702573367,16,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_1_ccca606e-e08a-4d3a-be08-41bd03ea066b.jpg?v=1702573367,17,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_2_55879bfa-ffa7-4638-8098-b3ce2b780115.jpg?v=1702573367,18,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_3_280d7cd2-f40d-477e-ae66-dc018b2a0d3c.jpg?v=1702573367,19,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_1_3bbf93a3-6c32-4228-9d86-3aeba107d554.jpg?v=1702573367,20,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_2_7398f24a-4c15-4715-9ae9-7cc9ce5e193b.jpg?v=1702573367,21,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0236lsc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_3_001dab3c-2431-4894-a998-ad84fe438c0d.jpg?v=1702573367,22,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-2,Silkroad Exclusive  36-inch Crema Marfil Marble Top Single Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 36</li>
<li>Product Depth: 23</li>
<li>Product Height: 36</li>
<li>Style: Modern</li>
<li>Counter Top: Crema Marfil Marble</li>
<li>Countertop Edge Profile: Flat</li>
<li>Sink Type: White Ceramic Undermount Sink</li>
<li>Sink Material: Marble</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Rectangle</li>
<li>Sink Color: Crema Marfil</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Installation Required</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"25 to 36, Bathroom Vanity, Grey, Modern, Silkroad, Single sinc, White",false,Finish,Grey,,,,,C05036GC_T0236CSC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316840286,,,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-36-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-2,,,,,,,,,White,,,,,C05036WC_T0236CSC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316840378,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,Silkroad Exclusive  36-inch Carrara White Marble Top Single Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 36</li>
<li>Product Depth: 23</li>
<li>Product Height: 36</li>
<li>Style: Modern</li>
<li>Counter Top: Carrara White Marble</li>
<li>Countertop Edge Profile: Flat</li>
<li>Sink Type: Interchangeable Stone Ramp Sink</li>
<li>Sink Material: Marble</li>
<li>Sink Installation Type: Integrated</li>
<li>Sink Shape: Ramp</li>
<li>Sink Color: Carrara White</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Installation Required</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"25 to 36, Bathroom Vanity, Grey, Modern, Silkroad, Single sinc, White",false,Finish,Grey,,,,,C05036GC_T0136WRC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316840279,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_1_6d0f3816-1163-4b05-ba35-d4ffd540420c.jpg?v=1702573759,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_1_6d0f3816-1163-4b05-ba35-d4ffd540420c.jpg?v=1702573759,kg,,,true,,,true,,,draft
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,White,,,,,C05036WC_T0136WRC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316840361,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_2_6736e531-158f-41b8-91c0-6cfcc367f33f.jpg?v=1702573759,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_1_6be106e4-5c8d-4a52-96a9-ac066ca339af.jpg?v=1702573759,kg,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_3_1ffe56de-92a0-461f-92d1-5c5bec90ca20.jpg?v=1702573759,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_4_a60cc660-07f5-4a00-bd6d-18b006d2ebb0.jpg?v=1702573759,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0236WSC_1_d23061e3-018e-41a0-b1ed-1edaa8e168fe.jpg?v=1702573759,5,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0236WSC_2_f42ece74-2eac-4f72-adaf-07c6e1d06969.jpg?v=1702573759,6,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0236WSC_3_1cbf5180-b7d3-47b8-92d4-88995c7c1549.jpg?v=1702573759,7,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0236WSC_4_264ea0fe-2f98-45fe-a030-1ed9456956ed.jpg?v=1702573759,8,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_1_9a1934ee-72d5-4a21-a4e3-d550d257c95f.jpg?v=1702573759,9,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_2_6c68a8e2-1520-41f4-b1f2-5ce926349ccf.jpg?v=1702573759,10,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_3_861f39fd-e48a-4718-91e2-9ae6f7b1a0de.jpg?v=1702573759,11,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_1_6be106e4-5c8d-4a52-96a9-ac066ca339af.jpg?v=1702573759,12,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_4_0250983e-f136-49fc-b61d-bf71a65bdf95.jpg?v=1702573759,13,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_2_06d6bb4b-d47e-451d-a3e1-b44027dcb382.jpg?v=1702573760,14,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_3_2a4fd64b-3e09-49e6-9d7a-e10ad82a6145.jpg?v=1702573760,15,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_4_d459cd0e-ecf7-4784-be0f-5470aa80369c.jpg?v=1702573760,16,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_1_c772cfb1-4826-4d83-92be-3ef835a32c87.jpg?v=1702573760,17,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_2_d83cb57d-1bbb-4dc7-b9eb-bcd70499a50e.jpg?v=1702573760,18,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_3_fe7932fe-2381-4bf5-8645-73af4b235a23.jpg?v=1702573760,19,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_1_6ca2148c-203f-423c-a55c-969731e8d98f.jpg?v=1702573760,20,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_2_253c819d-6140-4822-a8ee-2d1bab2b5a2d.jpg?v=1702573760,21,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-c05036gc-t0136wrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_3_2f8e1cdb-e375-489b-9e2c-b9e6de7b53a4.jpg?v=1702573760,22,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-travertine-top-single-sink-bathroom-vanity-2,Silkroad Exclusive  36-inch Travertine Top Single Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 36</li>
<li>Product Depth: 23</li>
<li>Product Height: 36</li>
<li>Style: Modern</li>
<li>Counter Top: Travertine</li>
<li>Countertop Edge Profile: Flat</li>
<li>Sink Type: Interchangeable Stone Ramp Sink</li>
<li>Sink Material: Travertine</li>
<li>Sink Installation Type: Integrated</li>
<li>Sink Shape: Ramp</li>
<li>Sink Color: Travertine</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Installation Required</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"25 to 36, Bathroom Vanity, Grey, Modern, Silkroad, Single sinc, White",false,Finish,Grey,,,,,C05036GC_T0136TRC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316840262,,,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-36-inch-travertine-top-single-sink-bathroom-vanity-2,,,,,,,,,White,,,,,C05036WC_T0136TRC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316840354,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,Silkroad Exclusive  36-inch Calacatta White Quartz Top Single Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 36</li>
<li>Product Depth: 23</li>
<li>Product Height: 36</li>
<li>Style: Modern</li>
<li>Counter Top: Calacatta White Quartz</li>
<li>Countertop Edge Profile: Flat</li>
<li>Sink Type: Interchangeable Stone Ramp Sink</li>
<li>Sink Material: Quartz</li>
<li>Sink Installation Type: Integrated</li>
<li>Sink Shape: Ramp</li>
<li>Sink Color: Calacatta White</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Quartz, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Installation Required</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"25 to 36, Bathroom Vanity, Grey, Modern, Silkroad, Single sinc, White",false,Finish,Grey,,,,,C05036GC_T0136LRC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316840255,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_1.jpg?v=1702573200,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_1.jpg?v=1702573200,kg,,,true,,,true,,,draft
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,White,,,,,C05036WC_T0136LRC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316840347,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0236WSC_4.jpg?v=1702573200,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_1.jpg?v=1702573200,kg,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_1.jpg?v=1702573200,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_2.jpg?v=1702573200,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_3.jpg?v=1702573200,5,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_2.jpg?v=1702573200,6,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_3.jpg?v=1702573200,7,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0136WRC_4.jpg?v=1702573200,8,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0236WSC_1.jpg?v=1702573200,9,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0236WSC_2.jpg?v=1702573200,10,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036GC_T0236WSC_3.jpg?v=1702573200,11,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_1.jpg?v=1702573200,12,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_2.jpg?v=1702573200,13,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_3.jpg?v=1702573200,14,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0136WRC_4.jpg?v=1702573200,15,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_1.jpg?v=1702573200,16,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_2.jpg?v=1702573200,17,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_3.jpg?v=1702573200,18,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-calacatta-white-quartz-top-single-sink-bathroom-vanity-c05036gc-t0136lrc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/C05036WC_T0236WSC_4.jpg?v=1702573200,19,,,,,,,,,,,,,,,,,,,,,,,,,,
